,YEAR,DAY_OF_WEEK,FL_DATE,OP_UNIQUE_CARRIER,TAIL_NUM,OP_CARRIER_FL_NUM,ORIGIN_AIRPORT_ID,ORIGIN,ORIGIN_CITY_NAME,ORIGIN_STATE_ABR,ORIGIN_STATE_NM,DEST_AIRPORT_ID,DEST,DEST_CITY_NAME,DEST_STATE_ABR,DEST_STATE_NM,CRS_DEP_TIME,DEP_TIME,DEP_DELAY,DEP_DELAY_NEW,TAXI_OUT,WHEELS_OFF,WHEELS_ON,TAXI_IN,CRS_ARR_TIME,ARR_TIME,ARR_DELAY,ARR_DELAY_NEW,CANCELLED,CANCELLATION_CODE,DIVERTED,AIR_TIME,DISTANCE,CARRIER_DELAY,WEATHER_DELAY,NAS_DELAY,SECURITY_DELAY,LATE_AIRCRAFT_DELAY,Unnamed: 38
3238,2019,7,2019-12-22,HA,N361HA,1,12892,LAX,"Los Angeles, CA",CA,California,12173,HNL,"Honolulu, HI",HI,Hawaii,700,723.0,23.0,23.0,15.0,738.0,1119.0,5.0,1100,1124.0,24.0,24.0,0.0,,0.0,341.0,2556.0,24.0,0.0,0.0,0.0,0.0,
3269,2019,7,2019-12-22,HA,N380HA,2,12173,HNL,"Honolulu, HI",HI,Hawaii,12892,LAX,"Los Angeles, CA",CA,California,1535,1601.0,26.0,26.0,16.0,1617.0,2259.0,34.0,2300,2333.0,33.0,33.0,0.0,,0.0,282.0,2556.0,33.0,0.0,0.0,0.0,0.0,
3300,2019,7,2019-12-22,HA,N390HA,3,12892,LAX,"Los Angeles, CA",CA,California,12173,HNL,"Honolulu, HI",HI,Hawaii,1000,1024.0,24.0,24.0,20.0,1044.0,1426.0,7.0,1400,1433.0,33.0,33.0,0.0,,0.0,342.0,2556.0,9.0,0.0,24.0,0.0,0.0,
3331,2019,7,2019-12-22,HA,N384HA,4,12173,HNL,"Honolulu, HI",HI,Hawaii,12892,LAX,"Los Angeles, CA",CA,California,2245,2254.0,9.0,9.0,13.0,2307.0,545.0,12.0,600,557.0,-3.0,0.0,0.0,,0.0,278.0,2556.0,,,,,,
3362,2019,7,2019-12-22,HA,N384HA,9,12892,LAX,"Los Angeles, CA",CA,California,12173,HNL,"Honolulu, HI",HI,Hawaii,1705,1718.0,13.0,13.0,19.0,1737.0,2120.0,6.0,2105,2126.0,21.0,21.0,0.0,,0.0,343.0,2556.0,21.0,0.0,0.0,0.0,0.0,
3393,2019,7,2019-12-22,HA,N384HA,10,12173,HNL,"Honolulu, HI",HI,Hawaii,12892,LAX,"Los Angeles, CA",CA,California,800,814.0,14.0,14.0,17.0,831.0,1511.0,10.0,1525,1521.0,-4.0,0.0,0.0,,0.0,280.0,2556.0,,,,,,
3452,2019,7,2019-12-22,HA,N214HA,12,12173,HNL,"Honolulu, HI",HI,Hawaii,14771,SFO,"San Francisco, CA",CA,California,1455,1454.0,-1.0,0.0,18.0,1512.0,2212.0,7.0,2205,2219.0,14.0,14.0,0.0,,0.0,300.0,2398.0,,,,,,
3483,2019,7,2019-12-22,HA,N375HA,15,14679,SAN,"San Diego, CA",CA,California,12173,HNL,"Honolulu, HI",HI,Hawaii,930,919.0,-11.0,0.0,15.0,934.0,1326.0,5.0,1355,1331.0,-24.0,0.0,0.0,,0.0,352.0,2614.0,,,,,,
3514,2019,7,2019-12-22,HA,N374HA,16,12173,HNL,"Honolulu, HI",HI,Hawaii,14679,SAN,"San Diego, CA",CA,California,1425,1431.0,6.0,6.0,17.0,1448.0,2135.0,12.0,2150,2147.0,-3.0,0.0,0.0,,0.0,287.0,2614.0,,,,,,
3545,2019,7,2019-12-22,HA,N214HA,19,14893,SMF,"Sacramento, CA",CA,California,12173,HNL,"Honolulu, HI",HI,Hawaii,830,824.0,-6.0,0.0,12.0,836.0,1207.0,24.0,1220,1231.0,11.0,11.0,0.0,,0.0,331.0,2462.0,,,,,,
3576,2019,7,2019-12-22,HA,N227HA,20,12173,HNL,"Honolulu, HI",HI,Hawaii,14893,SMF,"Sacramento, CA",CA,California,1505,1535.0,30.0,30.0,18.0,1553.0,2247.0,8.0,2220,2255.0,35.0,35.0,0.0,,0.0,294.0,2462.0,35.0,0.0,0.0,0.0,0.0,
3607,2019,7,2019-12-22,HA,N212HA,23,13796,OAK,"Oakland, CA",CA,California,13830,OGG,"Kahului, HI",HI,Hawaii,700,701.0,1.0,1.0,13.0,714.0,1022.0,5.0,1030,1027.0,-3.0,0.0,0.0,,0.0,308.0,2349.0,,,,,,
3638,2019,7,2019-12-22,HA,N202HA,24,13830,OGG,"Kahului, HI",HI,Hawaii,13796,OAK,"Oakland, CA",CA,California,1210,1216.0,6.0,6.0,14.0,1230.0,1915.0,6.0,1910,1921.0,11.0,11.0,0.0,,0.0,285.0,2349.0,,,,,,
3669,2019,7,2019-12-22,HA,N370HA,33,12892,LAX,"Los Angeles, CA",CA,California,13830,OGG,"Kahului, HI",HI,Hawaii,800,758.0,-2.0,0.0,14.0,812.0,1149.0,7.0,1155,1156.0,1.0,1.0,0.0,,0.0,337.0,2486.0,,,,,,
3700,2019,7,2019-12-22,HA,N370HA,34,13830,OGG,"Kahului, HI",HI,Hawaii,12892,LAX,"Los Angeles, CA",CA,California,1335,1401.0,26.0,26.0,14.0,1415.0,2047.0,13.0,2050,2100.0,10.0,10.0,0.0,,0.0,272.0,2486.0,,,,,,
3731,2019,7,2019-12-22,HA,N215HA,37,14679,SAN,"San Diego, CA",CA,California,13830,OGG,"Kahului, HI",HI,Hawaii,725,728.0,3.0,3.0,14.0,742.0,1117.0,5.0,1130,1122.0,-8.0,0.0,0.0,,0.0,335.0,2541.0,,,,,,
3762,2019,7,2019-12-22,HA,N212HA,38,13830,OGG,"Kahului, HI",HI,Hawaii,14679,SAN,"San Diego, CA",CA,California,1145,1146.0,1.0,1.0,10.0,1156.0,1845.0,5.0,1910,1850.0,-20.0,0.0,0.0,,0.0,289.0,2541.0,,,,,,
3793,2019,7,2019-12-22,HA,N208HA,41,14771,SFO,"San Francisco, CA",CA,California,13830,OGG,"Kahului, HI",HI,Hawaii,840,836.0,-4.0,0.0,42.0,918.0,1233.0,7.0,1215,1240.0,25.0,25.0,0.0,,0.0,315.0,2338.0,25.0,0.0,0.0,0.0,0.0,
3824,2019,7,2019-12-22,HA,N218HA,42,13830,OGG,"Kahului, HI",HI,Hawaii,14771,SFO,"San Francisco, CA",CA,California,1410,1417.0,7.0,7.0,21.0,1438.0,2133.0,11.0,2110,2144.0,34.0,34.0,0.0,,0.0,295.0,2338.0,30.0,0.0,0.0,0.0,4.0,
3855,2019,7,2019-12-22,HA,N226HA,43,14831,SJC,"San Jose, CA",CA,California,12173,HNL,"Honolulu, HI",HI,Hawaii,715,717.0,2.0,2.0,7.0,724.0,1037.0,5.0,1105,1042.0,-23.0,0.0,0.0,,0.0,313.0,2417.0,,,,,,
3886,2019,7,2019-12-22,HA,N226HA,44,12173,HNL,"Honolulu, HI",HI,Hawaii,14831,SJC,"San Jose, CA",CA,California,1230,1226.0,-4.0,0.0,14.0,1240.0,1936.0,5.0,1945,1941.0,-4.0,0.0,0.0,,0.0,296.0,2417.0,,,,,,
3917,2019,7,2019-12-22,HA,N217HA,45,14831,SJC,"San Jose, CA",CA,California,13830,OGG,"Kahului, HI",HI,Hawaii,925,918.0,-7.0,0.0,12.0,930.0,1246.0,7.0,1305,1253.0,-12.0,0.0,0.0,,0.0,316.0,2355.0,,,,,,
3948,2019,7,2019-12-22,HA,N208HA,46,13830,OGG,"Kahului, HI",HI,Hawaii,14831,SJC,"San Jose, CA",CA,California,1355,1409.0,14.0,14.0,18.0,1427.0,2120.0,7.0,2100,2127.0,27.0,27.0,0.0,,0.0,293.0,2355.0,26.0,0.0,0.0,0.0,1.0,
3976,2019,7,2019-12-22,HA,N216HA,47,13796,OAK,"Oakland, CA",CA,California,12173,HNL,"Honolulu, HI",HI,Hawaii,800,802.0,2.0,2.0,12.0,814.0,1129.0,5.0,1140,1134.0,-6.0,0.0,0.0,,0.0,315.0,2409.0,,,,,,
4031,2019,7,2019-12-22,HA,N209HA,53,14771,SFO,"San Francisco, CA",CA,California,12173,HNL,"Honolulu, HI",HI,Hawaii,720,723.0,3.0,3.0,20.0,743.0,1100.0,4.0,1110,1104.0,-6.0,0.0,0.0,,0.0,317.0,2398.0,,,,,,
4062,2019,7,2019-12-22,HA,N213HA,54,12173,HNL,"Honolulu, HI",HI,Hawaii,14771,SFO,"San Francisco, CA",CA,California,2210,2200.0,-10.0,0.0,15.0,2215.0,506.0,9.0,520,515.0,-5.0,0.0,0.0,,0.0,291.0,2398.0,,,,,,
4075,2019,7,2019-12-22,HA,N204HA,55,12892,LAX,"Los Angeles, CA",CA,California,13830,OGG,"Kahului, HI",HI,Hawaii,1200,1228.0,28.0,28.0,16.0,1244.0,1601.0,6.0,1550,1607.0,17.0,17.0,0.0,,0.0,317.0,2486.0,17.0,0.0,0.0,0.0,0.0,
4108,2019,7,2019-12-22,HA,N202HA,59,14893,SMF,"Sacramento, CA",CA,California,13830,OGG,"Kahului, HI",HI,Hawaii,700,703.0,3.0,3.0,13.0,716.0,1027.0,7.0,1055,1034.0,-21.0,0.0,0.0,,0.0,311.0,2404.0,,,,,,
4139,2019,7,2019-12-22,HA,N215HA,60,13830,OGG,"Kahului, HI",HI,Hawaii,14893,SMF,"Sacramento, CA",CA,California,1245,1245.0,0.0,0.0,12.0,1257.0,1938.0,7.0,2005,1945.0,-20.0,0.0,0.0,,0.0,281.0,2404.0,,,,,,
4170,2019,7,2019-12-22,HA,N220HA,61,12892,LAX,"Los Angeles, CA",CA,California,12758,KOA,"Kona, HI",HI,Hawaii,1100,1131.0,31.0,31.0,28.0,1159.0,1546.0,5.0,1455,1551.0,56.0,56.0,0.0,,0.0,347.0,2504.0,25.0,0.0,31.0,0.0,0.0,
4201,2019,7,2019-12-22,HA,N220HA,62,12758,KOA,"Kona, HI",HI,Hawaii,12892,LAX,"Los Angeles, CA",CA,California,1630,1647.0,17.0,17.0,10.0,1657.0,2345.0,93.0,2355,118.0,83.0,83.0,0.0,,0.0,288.0,2504.0,66.0,0.0,0.0,0.0,17.0,
4232,2019,7,2019-12-22,HA,N205HA,63,12892,LAX,"Los Angeles, CA",CA,California,12982,LIH,"Lihue, HI",HI,Hawaii,900,918.0,18.0,18.0,27.0,945.0,1327.0,5.0,1310,1332.0,22.0,22.0,0.0,,0.0,342.0,2615.0,22.0,0.0,0.0,0.0,0.0,
4263,2019,7,2019-12-22,HA,N205HA,64,12982,LIH,"Lihue, HI",HI,Hawaii,12892,LAX,"Los Angeles, CA",CA,California,1455,1455.0,0.0,0.0,11.0,1506.0,2210.0,22.0,2230,2232.0,2.0,2.0,0.0,,0.0,304.0,2615.0,,,,,,
4294,2019,7,2019-12-22,HA,N223HA,67,13796,OAK,"Oakland, CA",CA,California,12982,LIH,"Lihue, HI",HI,Hawaii,920,912.0,-8.0,0.0,22.0,934.0,1257.0,6.0,1300,1303.0,3.0,3.0,0.0,,0.0,323.0,2457.0,,,,,,
4325,2019,7,2019-12-22,HA,N223HA,68,12982,LIH,"Lihue, HI",HI,Hawaii,13796,OAK,"Oakland, CA",CA,California,1425,1424.0,-1.0,0.0,11.0,1435.0,2140.0,9.0,2150,2149.0,-1.0,0.0,0.0,,0.0,305.0,2457.0,,,,,,
4356,2019,7,2019-12-22,HA,N227HA,69,12954,LGB,"Long Beach, CA",CA,California,12173,HNL,"Honolulu, HI",HI,Hawaii,820,854.0,34.0,34.0,14.0,908.0,1302.0,3.0,1220,1305.0,45.0,45.0,0.0,,0.0,354.0,2569.0,45.0,0.0,0.0,0.0,0.0,
4387,2019,7,2019-12-22,HA,N216HA,70,12173,HNL,"Honolulu, HI",HI,Hawaii,12954,LGB,"Long Beach, CA",CA,California,1255,1258.0,3.0,3.0,16.0,1314.0,2011.0,7.0,2025,2018.0,-7.0,0.0,0.0,,0.0,297.0,2569.0,,,,,,
4410,2019,7,2019-12-22,G4,337NV,95,14716,SCK,"Stockton, CA",CA,California,12889,LAS,"Las Vegas, NV",NV,Nevada,2108,2113.0,5.0,5.0,8.0,2121.0,2216.0,8.0,2217,2224.0,7.0,7.0,0.0,,0.0,55.0,359.0,,,,,,
4427,2019,7,2019-12-22,G4,332NV,301,10713,BOI,"Boise, ID",ID,Idaho,12892,LAX,"Los Angeles, CA",CA,California,1627,1638.0,11.0,11.0,10.0,1648.0,1743.0,19.0,1731,1802.0,31.0,31.0,0.0,,0.0,115.0,674.0,0.0,0.0,31.0,0.0,0.0,
4446,2019,7,2019-12-22,G4,251NV,588,13796,OAK,"Oakland, CA",CA,California,10466,AZA,"Phoenix, AZ",AZ,Arizona,1454,1521.0,27.0,27.0,8.0,1529.0,1809.0,8.0,1746,1817.0,31.0,31.0,0.0,,0.0,100.0,668.0,13.0,0.0,4.0,0.0,14.0,
4447,2019,7,2019-12-22,G4,317NV,321,13264,MFR,"Medford, OR",OR,Oregon,12892,LAX,"Los Angeles, CA",CA,California,2109,2154.0,45.0,45.0,26.0,2220.0,2356.0,40.0,2259,36.0,97.0,97.0,0.0,,0.0,96.0,630.0,0.0,45.0,52.0,0.0,0.0,
4471,2019,7,2019-12-22,G4,311NV,94,14716,SCK,"Stockton, CA",CA,California,12889,LAS,"Las Vegas, NV",NV,Nevada,1732,1738.0,6.0,6.0,4.0,1742.0,1837.0,7.0,1841,1844.0,3.0,3.0,0.0,,0.0,55.0,359.0,,,,,,
4489,2019,7,2019-12-22,G4,305NV,70,13796,OAK,"Oakland, CA",CA,California,12889,LAS,"Las Vegas, NV",NV,Nevada,2033,2103.0,30.0,30.0,13.0,2116.0,2223.0,6.0,2155,2229.0,34.0,34.0,0.0,,0.0,67.0,407.0,10.0,0.0,4.0,0.0,20.0,
4521,2019,7,2019-12-22,G4,337NV,93,12889,LAS,"Las Vegas, NV",NV,Nevada,14716,SCK,"Stockton, CA",CA,California,1905,1857.0,-8.0,0.0,10.0,1907.0,1959.0,7.0,2023,2006.0,-17.0,0.0,0.0,,0.0,52.0,359.0,,,,,,
4534,2019,7,2019-12-22,G4,305NV,75,12889,LAS,"Las Vegas, NV",NV,Nevada,13796,OAK,"Oakland, CA",CA,California,1823,1850.0,27.0,27.0,13.0,1903.0,2007.0,6.0,1953,2013.0,20.0,20.0,0.0,,0.0,64.0,407.0,0.0,0.0,0.0,0.0,20.0,
4565,2019,7,2019-12-22,G4,315NV,101,12889,LAS,"Las Vegas, NV",NV,Nevada,14905,SMX,"Santa Maria, CA",CA,California,715,712.0,-3.0,0.0,11.0,723.0,818.0,7.0,830,825.0,-5.0,0.0,0.0,,0.0,55.0,310.0,,,,,,
4594,2019,7,2019-12-22,G4,332NV,316,12892,LAX,"Los Angeles, CA",CA,California,10713,BOI,"Boise, ID",ID,Idaho,800,753.0,-7.0,0.0,23.0,816.0,1038.0,5.0,1102,1043.0,-19.0,0.0,0.0,,0.0,82.0,674.0,,,,,,
4596,2019,7,2019-12-22,G4,315NV,72,13796,OAK,"Oakland, CA",CA,California,12889,LAS,"Las Vegas, NV",NV,Nevada,1312,1320.0,8.0,8.0,11.0,1331.0,1441.0,9.0,1434,1450.0,16.0,16.0,0.0,,0.0,70.0,407.0,8.0,0.0,8.0,0.0,0.0,
4597,2019,7,2019-12-22,G4,227NV,1320,12892,LAX,"Los Angeles, CA",CA,California,11193,CVG,"Cincinnati, OH",KY,Kentucky,1011,1041.0,30.0,30.0,20.0,1101.0,1742.0,7.0,1717,1749.0,32.0,32.0,0.0,,0.0,221.0,1900.0,30.0,0.0,2.0,0.0,0.0,
4598,2019,7,2019-12-22,G4,311NV,92,12889,LAS,"Las Vegas, NV",NV,Nevada,14716,SCK,"Stockton, CA",CA,California,1529,1535.0,6.0,6.0,12.0,1547.0,1643.0,7.0,1647,1650.0,3.0,3.0,0.0,,0.0,56.0,359.0,,,,,,
4615,2019,7,2019-12-22,G4,251NV,681,10466,AZA,"Phoenix, AZ",AZ,Arizona,13796,OAK,"Oakland, CA",CA,California,1308,1321.0,13.0,13.0,18.0,1339.0,1417.0,6.0,1409,1423.0,14.0,14.0,0.0,,0.0,98.0,668.0,,,,,,
4628,2019,7,2019-12-22,G4,317NV,311,10666,BLI,"Bellingham, WA",WA,Washington,12892,LAX,"Los Angeles, CA",CA,California,1001,956.0,-5.0,0.0,10.0,1006.0,1236.0,12.0,1242,1248.0,6.0,6.0,0.0,,0.0,150.0,1047.0,,,,,,
4692,2019,7,2019-12-22,G4,303NV,34,11638,FAT,"Fresno, CA",CA,California,12889,LAS,"Las Vegas, NV",NV,Nevada,1505,1457.0,-8.0,0.0,11.0,1508.0,1556.0,5.0,1610,1601.0,-9.0,0.0,0.0,,0.0,48.0,259.0,,,,,,
4715,2019,7,2019-12-22,G4,227NV,1385,11193,CVG,"Cincinnati, OH",KY,Kentucky,12892,LAX,"Los Angeles, CA",CA,California,730,729.0,-1.0,0.0,25.0,754.0,913.0,11.0,926,924.0,-2.0,0.0,0.0,,0.0,259.0,1900.0,,,,,,
4717,2019,7,2019-12-22,G4,333NV,2637,14716,SCK,"Stockton, CA",CA,California,12889,LAS,"Las Vegas, NV",NV,Nevada,1439,1457.0,18.0,18.0,9.0,1506.0,1603.0,4.0,1548,1607.0,19.0,19.0,0.0,,0.0,57.0,359.0,0.0,0.0,1.0,0.0,18.0,
4805,2019,7,2019-12-22,G4,315NV,69,12889,LAS,"Las Vegas, NV",NV,Nevada,13796,OAK,"Oakland, CA",CA,California,1102,1101.0,-1.0,0.0,12.0,1113.0,1217.0,6.0,1232,1223.0,-9.0,0.0,0.0,,0.0,64.0,407.0,,,,,,
4808,2019,7,2019-12-22,G4,324NV,736,14262,PSP,"Palm Springs, CA",CA,California,10666,BLI,"Bellingham, WA",WA,Washington,1120,1136.0,16.0,16.0,12.0,1148.0,1359.0,4.0,1414,1403.0,-11.0,0.0,0.0,,0.0,131.0,1078.0,,,,,,
4822,2019,7,2019-12-22,G4,303NV,35,12889,LAS,"Las Vegas, NV",NV,Nevada,11638,FAT,"Fresno, CA",CA,California,1318,1316.0,-2.0,0.0,9.0,1325.0,1410.0,4.0,1425,1414.0,-11.0,0.0,0.0,,0.0,45.0,259.0,,,,,,
4827,2019,7,2019-12-22,G4,324NV,2649,13796,OAK,"Oakland, CA",CA,California,10666,BLI,"Bellingham, WA",WA,Washington,1751,1754.0,3.0,3.0,10.0,1804.0,1938.0,11.0,1959,1949.0,-10.0,0.0,0.0,,0.0,94.0,764.0,,,,,,
4841,2019,7,2019-12-22,G4,311NV,36,11638,FAT,"Fresno, CA",CA,California,12889,LAS,"Las Vegas, NV",NV,Nevada,2108,2059.0,-9.0,0.0,9.0,2108.0,2158.0,6.0,2213,2204.0,-9.0,0.0,0.0,,0.0,50.0,259.0,,,,,,
4843,2019,7,2019-12-22,G4,311NV,33,12889,LAS,"Las Vegas, NV",NV,Nevada,11638,FAT,"Fresno, CA",CA,California,1921,1921.0,0.0,0.0,13.0,1934.0,2014.0,5.0,2028,2019.0,-9.0,0.0,0.0,,0.0,40.0,259.0,,,,,,
4844,2019,7,2019-12-22,G4,333NV,2636,12889,LAS,"Las Vegas, NV",NV,Nevada,14716,SCK,"Stockton, CA",CA,California,1236,1258.0,22.0,22.0,11.0,1309.0,1407.0,6.0,1354,1413.0,19.0,19.0,0.0,,0.0,58.0,359.0,5.0,0.0,0.0,0.0,14.0,
4863,2019,7,2019-12-22,G4,324NV,2648,10666,BLI,"Bellingham, WA",WA,Washington,13796,OAK,"Oakland, CA",CA,California,1459,1457.0,-2.0,0.0,9.0,1506.0,1703.0,5.0,1701,1708.0,7.0,7.0,0.0,,0.0,117.0,764.0,,,,,,
4937,2019,7,2019-12-22,G4,317NV,322,12892,LAX,"Los Angeles, CA",CA,California,13264,MFR,"Medford, OR",OR,Oregon,1327,1332.0,5.0,5.0,20.0,1352.0,1508.0,7.0,1525,1515.0,-10.0,0.0,0.0,,0.0,76.0,630.0,,,,,,
4939,2019,7,2019-12-22,G4,317NV,302,12892,LAX,"Los Angeles, CA",CA,California,10666,BLI,"Bellingham, WA",WA,Washington,630,622.0,-8.0,0.0,22.0,644.0,851.0,7.0,921,858.0,-23.0,0.0,0.0,,0.0,127.0,1047.0,,,,,,
4996,2019,7,2019-12-22,G4,315NV,102,14905,SMX,"Santa Maria, CA",CA,California,12889,LAS,"Las Vegas, NV",NV,Nevada,910,906.0,-4.0,0.0,5.0,911.0,957.0,7.0,1017,1004.0,-13.0,0.0,0.0,,0.0,46.0,310.0,,,,,,
5057,2019,7,2019-12-22,YV,N88326,6368,12266,IAH,"Houston, TX",TX,Texas,13891,ONT,"Ontario, CA",CA,California,1946,1946.0,0.0,0.0,24.0,2010.0,2115.0,5.0,2126,2120.0,-6.0,0.0,0.0,,0.0,185.0,1334.0,,,,,,
5103,2019,7,2019-12-22,YV,N944LR,5721,13476,MRY,"Monterey, CA",CA,California,14107,PHX,"Phoenix, AZ",AZ,Arizona,600,559.0,-1.0,0.0,20.0,619.0,843.0,8.0,845,851.0,6.0,6.0,0.0,,0.0,84.0,598.0,,,,,,
5131,2019,7,2019-12-22,YV,N925FJ,5722,14107,PHX,"Phoenix, AZ",AZ,Arizona,14262,PSP,"Palm Springs, CA",CA,California,1430,1424.0,-6.0,0.0,24.0,1448.0,1434.0,6.0,1439,1440.0,1.0,1.0,0.0,,0.0,46.0,261.0,,,,,,
5162,2019,7,2019-12-22,YV,N925FJ,5722,14262,PSP,"Palm Springs, CA",CA,California,14107,PHX,"Phoenix, AZ",AZ,Arizona,1510,1507.0,-3.0,0.0,19.0,1526.0,1711.0,8.0,1717,1719.0,2.0,2.0,0.0,,0.0,45.0,261.0,,,,,,
5182,2019,7,2019-12-22,YV,N947LR,5729,14107,PHX,"Phoenix, AZ",AZ,Arizona,14689,SBA,"Santa Barbara, CA",CA,California,1535,1613.0,38.0,38.0,24.0,1637.0,1651.0,2.0,1606,1653.0,47.0,47.0,0.0,,0.0,74.0,455.0,0.0,0.0,9.0,0.0,38.0,
5194,2019,7,2019-12-22,YV,N947LR,5729,14689,SBA,"Santa Barbara, CA",CA,California,14107,PHX,"Phoenix, AZ",AZ,Arizona,1637,1727.0,50.0,50.0,12.0,1739.0,1945.0,16.0,1909,2001.0,52.0,52.0,0.0,,0.0,66.0,455.0,0.0,4.0,2.0,0.0,46.0,
5225,2019,7,2019-12-22,YV,N915FJ,5736,12954,LGB,"Long Beach, CA",CA,California,14107,PHX,"Phoenix, AZ",AZ,Arizona,1212,1205.0,-7.0,0.0,17.0,1222.0,1415.0,13.0,1433,1428.0,-5.0,0.0,0.0,,0.0,53.0,355.0,,,,,,
5256,2019,7,2019-12-22,YV,N915FJ,5736,14107,PHX,"Phoenix, AZ",AZ,Arizona,12954,LGB,"Long Beach, CA",CA,California,1102,1102.0,0.0,0.0,25.0,1127.0,1132.0,2.0,1131,1134.0,3.0,3.0,0.0,,0.0,65.0,355.0,,,,,,
5287,2019,7,2019-12-22,YV,N934FJ,5742,14107,PHX,"Phoenix, AZ",AZ,Arizona,14262,PSP,"Palm Springs, CA",CA,California,1105,1144.0,39.0,39.0,39.0,1223.0,1211.0,4.0,1122,1215.0,53.0,53.0,0.0,,0.0,48.0,261.0,39.0,0.0,14.0,0.0,0.0,
5318,2019,7,2019-12-22,YV,N934FJ,5742,14262,PSP,"Palm Springs, CA",CA,California,14107,PHX,"Phoenix, AZ",AZ,Arizona,1153,1249.0,56.0,56.0,14.0,1303.0,1446.0,10.0,1403,1456.0,53.0,53.0,0.0,,0.0,43.0,261.0,4.0,0.0,0.0,0.0,49.0,
5344,2019,7,2019-12-22,YV,N922FJ,5743,10800,BUR,"Burbank, CA",CA,California,14107,PHX,"Phoenix, AZ",AZ,Arizona,850,840.0,-10.0,0.0,17.0,857.0,1102.0,7.0,1121,1109.0,-12.0,0.0,0.0,,0.0,65.0,369.0,,,,,,
5372,2019,7,2019-12-22,YV,N922FJ,5743,14107,PHX,"Phoenix, AZ",AZ,Arizona,10800,BUR,"Burbank, CA",CA,California,744,737.0,-7.0,0.0,15.0,752.0,803.0,8.0,814,811.0,-3.0,0.0,0.0,,0.0,71.0,369.0,,,,,,
5386,2019,7,2019-12-22,YV,N933LR,5751,13476,MRY,"Monterey, CA",CA,California,14107,PHX,"Phoenix, AZ",AZ,Arizona,1236,1305.0,29.0,29.0,17.0,1322.0,1545.0,7.0,1520,1552.0,32.0,32.0,0.0,,0.0,83.0,598.0,0.0,29.0,3.0,0.0,0.0,
5400,2019,7,2019-12-22,YV,N933LR,5751,14107,PHX,"Phoenix, AZ",AZ,Arizona,13476,MRY,"Monterey, CA",CA,California,1104,1100.0,-4.0,0.0,31.0,1131.0,1200.0,2.0,1205,1202.0,-3.0,0.0,0.0,,0.0,89.0,598.0,,,,,,
5416,2019,7,2019-12-22,YV,N247LR,5753,14107,PHX,"Phoenix, AZ",AZ,Arizona,10561,BFL,"Bakersfield, CA",CA,California,2128,2318.0,110.0,110.0,23.0,2341.0,2343.0,5.0,2157,2348.0,111.0,111.0,0.0,,0.0,62.0,425.0,0.0,0.0,1.0,0.0,110.0,
5428,2019,7,2019-12-22,YV,N905J,5756,13796,OAK,"Oakland, CA",CA,California,14107,PHX,"Phoenix, AZ",AZ,Arizona,1926,1927.0,1.0,1.0,11.0,1938.0,2210.0,10.0,2216,2220.0,4.0,4.0,0.0,,0.0,92.0,646.0,,,,,,
5439,2019,7,2019-12-22,YV,N905J,5756,14107,PHX,"Phoenix, AZ",AZ,Arizona,13796,OAK,"Oakland, CA",CA,California,1748,1745.0,-3.0,0.0,20.0,1805.0,1843.0,5.0,1855,1848.0,-7.0,0.0,0.0,,0.0,98.0,646.0,,,,,,
5508,2019,7,2019-12-22,YV,N905J,5760,10561,BFL,"Bakersfield, CA",CA,California,14107,PHX,"Phoenix, AZ",AZ,Arizona,600,555.0,-5.0,0.0,18.0,613.0,820.0,5.0,833,825.0,-8.0,0.0,0.0,,0.0,67.0,425.0,,,,,,
5553,2019,7,2019-12-22,YV,N955LR,5768,14107,PHX,"Phoenix, AZ",AZ,Arizona,15023,STS,"Santa Rosa, CA",CA,California,1055,1051.0,-4.0,0.0,19.0,1110.0,1151.0,4.0,1216,1155.0,-21.0,0.0,0.0,,0.0,101.0,699.0,,,,,,
5584,2019,7,2019-12-22,YV,N955LR,5768,15023,STS,"Santa Rosa, CA",CA,California,14107,PHX,"Phoenix, AZ",AZ,Arizona,1247,1245.0,-2.0,0.0,11.0,1256.0,1532.0,8.0,1546,1540.0,-6.0,0.0,0.0,,0.0,96.0,699.0,,,,,,
13593,2019,7,2019-12-22,MQ,N274NN,4101,11298,DFW,"Dallas/Fort Worth, TX",TX,Texas,15023,STS,"Santa Rosa, CA",CA,California,1105,1235.0,90.0,90.0,22.0,1257.0,1433.0,3.0,1320,1436.0,76.0,76.0,0.0,,0.0,216.0,1495.0,0.0,0.0,0.0,0.0,76.0,
13624,2019,7,2019-12-22,MQ,N274NN,4101,15023,STS,"Santa Rosa, CA",CA,California,11298,DFW,"Dallas/Fort Worth, TX",TX,Texas,1400,1520.0,80.0,80.0,16.0,1536.0,2030.0,16.0,1933,2046.0,73.0,73.0,0.0,,0.0,174.0,1495.0,13.0,0.0,0.0,0.0,60.0,
14148,2019,7,2019-12-22,AA,N110AN,1,12478,JFK,"New York, NY",NY,New York,12892,LAX,"Los Angeles, CA",CA,California,730,726.0,-4.0,0.0,16.0,742.0,1011.0,65.0,1103,1116.0,13.0,13.0,0.0,,0.0,329.0,2475.0,,,,,,
14177,2019,7,2019-12-22,AA,N111ZM,2,12892,LAX,"Los Angeles, CA",CA,California,12478,JFK,"New York, NY",NY,New York,800,758.0,-2.0,0.0,30.0,828.0,1607.0,5.0,1619,1612.0,-7.0,0.0,0.0,,0.0,279.0,2475.0,,,,,,
