,YEAR,DAY_OF_WEEK,FL_DATE,OP_UNIQUE_CARRIER,TAIL_NUM,OP_CARRIER_FL_NUM,ORIGIN_AIRPORT_ID,ORIGIN,ORIGIN_CITY_NAME,ORIGIN_STATE_ABR,ORIGIN_STATE_NM,DEST_AIRPORT_ID,DEST,DEST_CITY_NAME,DEST_STATE_ABR,DEST_STATE_NM,CRS_DEP_TIME,DEP_TIME,DEP_DELAY,DEP_DELAY_NEW,TAXI_OUT,WHEELS_OFF,WHEELS_ON,TAXI_IN,CRS_ARR_TIME,ARR_TIME,ARR_DELAY,ARR_DELAY_NEW,CANCELLED,CANCELLATION_CODE,DIVERTED,AIR_TIME,DISTANCE,CARRIER_DELAY,WEATHER_DELAY,NAS_DELAY,SECURITY_DELAY,LATE_AIRCRAFT_DELAY,Unnamed: 38
37189,2019,7,2019-12-22,AA,N131NN,2757,12892,LAX,"Los Angeles, CA",CA,California,13204,MCO,"Orlando, FL",FL,Florida,1131,1149.0,18.0,18.0,16.0,1205.0,1920.0,8.0,1919,1928.0,9.0,9.0,0.0,,0.0,255.0,2218.0,,,,,,
37203,2019,7,2019-12-22,AA,N131NN,2757,13204,MCO,"Orlando, FL",FL,Florida,12892,LAX,"Los Angeles, CA",CA,California,2036,2034.0,-2.0,0.0,16.0,2050.0,2259.0,15.0,2315,2314.0,-1.0,0.0,0.0,,0.0,309.0,2218.0,,,,,,
37230,2019,7,2019-12-22,AA,N953AN,2758,11298,DFW,"Dallas/Fort Worth, TX",TX,Texas,14679,SAN,"San Diego, CA",CA,California,1713,1715.0,2.0,2.0,15.0,1730.0,1801.0,5.0,1826,1806.0,-20.0,0.0,0.0,,0.0,151.0,1171.0,,,,,,
37262,2019,7,2019-12-22,AA,N145AN,2776,12892,LAX,"Los Angeles, CA",CA,California,13930,ORD,"Chicago, IL",IL,Illinois,1830,1825.0,-5.0,0.0,18.0,1843.0,5.0,8.0,24,13.0,-11.0,0.0,0.0,,0.0,202.0,1744.0,,,,,,
37290,2019,7,2019-12-22,AA,N200NV,2779,11298,DFW,"Dallas/Fort Worth, TX",TX,Texas,14908,SNA,"Santa Ana, CA",CA,California,1714,1712.0,-2.0,0.0,15.0,1727.0,1807.0,4.0,1840,1811.0,-29.0,0.0,0.0,,0.0,160.0,1205.0,,,,,,
37304,2019,7,2019-12-22,AA,N958NN,2781,10800,BUR,"Burbank, CA",CA,California,11298,DFW,"Dallas/Fort Worth, TX",TX,Texas,1346,1419.0,33.0,33.0,24.0,1443.0,1908.0,14.0,1855,1922.0,27.0,27.0,0.0,,0.0,145.0,1231.0,6.0,0.0,0.0,0.0,21.0,
37323,2019,7,2019-12-22,AA,N923US,2785,12892,LAX,"Los Angeles, CA",CA,California,12889,LAS,"Las Vegas, NV",NV,Nevada,1751,1826.0,35.0,35.0,14.0,1840.0,1921.0,7.0,1905,1928.0,23.0,23.0,0.0,,0.0,41.0,236.0,0.0,0.0,0.0,10.0,13.0,
37354,2019,7,2019-12-22,AA,N138AN,2786,13930,ORD,"Chicago, IL",IL,Illinois,12892,LAX,"Los Angeles, CA",CA,California,2217,2220.0,3.0,3.0,15.0,2235.0,29.0,39.0,53,108.0,15.0,15.0,0.0,,0.0,234.0,1744.0,3.0,0.0,12.0,0.0,0.0,
37380,2019,7,2019-12-22,AA,N828AW,2795,14107,PHX,"Phoenix, AZ",AZ,Arizona,14893,SMF,"Sacramento, CA",CA,California,803,803.0,0.0,0.0,17.0,820.0,854.0,5.0,912,859.0,-13.0,0.0,0.0,,0.0,94.0,647.0,,,,,,
37407,2019,7,2019-12-22,AA,N891NN,2797,13891,ONT,"Ontario, CA",CA,California,11298,DFW,"Dallas/Fort Worth, TX",TX,Texas,40,35.0,-5.0,0.0,19.0,54.0,518.0,7.0,532,525.0,-7.0,0.0,0.0,,0.0,144.0,1188.0,,,,,,
37437,2019,7,2019-12-22,AA,N929AN,2798,13930,ORD,"Chicago, IL",IL,Illinois,14771,SFO,"San Francisco, CA",CA,California,1701,1700.0,-1.0,0.0,25.0,1725.0,1940.0,14.0,1956,1954.0,-2.0,0.0,0.0,,0.0,255.0,1846.0,,,,,,
37459,2019,7,2019-12-22,AA,N135NN,2800,12892,LAX,"Los Angeles, CA",CA,California,10721,BOS,"Boston, MA",MA,Massachusetts,2310,2353.0,43.0,43.0,48.0,41.0,828.0,5.0,732,833.0,61.0,61.0,0.0,,0.0,287.0,2611.0,43.0,0.0,18.0,0.0,0.0,
37490,2019,7,2019-12-22,AA,N790AN,2811,11298,DFW,"Dallas/Fort Worth, TX",TX,Texas,12892,LAX,"Los Angeles, CA",CA,California,1140,1230.0,50.0,50.0,20.0,1250.0,1345.0,21.0,1304,1406.0,62.0,62.0,0.0,,0.0,175.0,1235.0,50.0,0.0,12.0,0.0,0.0,
37513,2019,7,2019-12-22,AA,N971UY,2823,12892,LAX,"Los Angeles, CA",CA,California,11057,CLT,"Charlotte, NC",NC,North Carolina,206,205.0,-1.0,0.0,16.0,221.0,931.0,12.0,947,943.0,-4.0,0.0,0.0,,0.0,250.0,2125.0,,,,,,
37529,2019,7,2019-12-22,AA,N961NN,2825,13930,ORD,"Chicago, IL",IL,Illinois,13891,ONT,"Ontario, CA",CA,California,2025,2023.0,-2.0,0.0,17.0,2040.0,2237.0,5.0,2258,2242.0,-16.0,0.0,0.0,,0.0,237.0,1700.0,,,,,,
37545,2019,7,2019-12-22,AA,N754UW,2826,12892,LAX,"Los Angeles, CA",CA,California,13495,MSY,"New Orleans, LA",LA,Louisiana,1919,2042.0,83.0,83.0,19.0,2101.0,218.0,6.0,57,224.0,87.0,87.0,0.0,,0.0,197.0,1670.0,16.0,0.0,4.0,0.0,67.0,
37573,2019,7,2019-12-22,AA,N755US,2827,13495,MSY,"New Orleans, LA",LA,Louisiana,12892,LAX,"Los Angeles, CA",CA,California,734,734.0,0.0,0.0,10.0,744.0,931.0,15.0,1000,946.0,-14.0,0.0,0.0,,0.0,227.0,1670.0,,,,,,
42056,2019,7,2019-12-22,DL,N3750D,128,14747,SEA,"Seattle, WA",WA,Washington,12892,LAX,"Los Angeles, CA",CA,California,935,953.0,18.0,18.0,22.0,1015.0,1239.0,21.0,1216,1300.0,44.0,44.0,0.0,,0.0,144.0,954.0,0.0,0.0,44.0,0.0,0.0,
42057,2019,7,2019-12-22,DL,N317NB,129,12892,LAX,"Los Angeles, CA",CA,California,14747,SEA,"Seattle, WA",WA,Washington,1135,1248.0,73.0,73.0,27.0,1315.0,1521.0,11.0,1437,1532.0,55.0,55.0,0.0,,0.0,126.0,954.0,0.0,0.0,0.0,0.0,55.0,
42058,2019,7,2019-12-22,DL,N1604R,184,12173,HNL,"Honolulu, HI",HI,Hawaii,12892,LAX,"Los Angeles, CA",CA,California,1100,1056.0,-4.0,0.0,19.0,1115.0,1756.0,33.0,1831,1829.0,-2.0,0.0,0.0,,0.0,281.0,2556.0,,,,,,
42059,2019,7,2019-12-22,DL,N172DZ,187,12892,LAX,"Los Angeles, CA",CA,California,12173,HNL,"Honolulu, HI",HI,Hawaii,820,816.0,-4.0,0.0,22.0,838.0,1230.0,4.0,1220,1234.0,14.0,14.0,0.0,,0.0,352.0,2556.0,,,,,,
42060,2019,7,2019-12-22,DL,N705DN,283,10397,ATL,"Atlanta, GA",GA,Georgia,12892,LAX,"Los Angeles, CA",CA,California,1800,1821.0,21.0,21.0,27.0,1848.0,2006.0,11.0,1950,2017.0,27.0,27.0,0.0,,0.0,258.0,1947.0,6.0,15.0,6.0,0.0,0.0,
42061,2019,7,2019-12-22,DL,N703DN,284,12892,LAX,"Los Angeles, CA",CA,California,10397,ATL,"Atlanta, GA",GA,Georgia,745,745.0,0.0,0.0,21.0,806.0,1442.0,10.0,1446,1452.0,6.0,6.0,0.0,,0.0,216.0,1947.0,,,,,,
42062,2019,7,2019-12-22,DL,N113DQ,331,14771,SFO,"San Francisco, CA",CA,California,14747,SEA,"Seattle, WA",WA,Washington,1304,1517.0,133.0,133.0,17.0,1534.0,1657.0,18.0,1521,1715.0,114.0,114.0,0.0,,0.0,83.0,679.0,0.0,0.0,8.0,0.0,106.0,
42063,2019,7,2019-12-22,DL,N337NW,348,14679,SAN,"San Diego, CA",CA,California,14747,SEA,"Seattle, WA",WA,Washington,1500,1512.0,12.0,12.0,15.0,1527.0,1736.0,9.0,1808,1745.0,-23.0,0.0,0.0,,0.0,129.0,1050.0,,,,,,
42064,2019,7,2019-12-22,DL,N337NW,348,14747,SEA,"Seattle, WA",WA,Washington,14679,SAN,"San Diego, CA",CA,California,1134,1127.0,-7.0,0.0,11.0,1138.0,1417.0,14.0,1415,1431.0,16.0,16.0,0.0,,0.0,159.0,1050.0,0.0,0.0,16.0,0.0,0.0,
42065,2019,7,2019-12-22,DL,N371NB,350,14262,PSP,"Palm Springs, CA",CA,California,14747,SEA,"Seattle, WA",WA,Washington,1840,1903.0,23.0,23.0,8.0,1911.0,2120.0,10.0,2144,2130.0,-14.0,0.0,0.0,,0.0,129.0,987.0,,,,,,
42066,2019,7,2019-12-22,DL,N371NB,350,14747,SEA,"Seattle, WA",WA,Washington,14262,PSP,"Palm Springs, CA",CA,California,1520,1520.0,0.0,0.0,34.0,1554.0,1824.0,4.0,1757,1828.0,31.0,31.0,0.0,,0.0,150.0,987.0,0.0,0.0,31.0,0.0,0.0,
42067,2019,7,2019-12-22,DL,N3757D,367,11292,DEN,"Denver, CO",CO,Colorado,12892,LAX,"Los Angeles, CA",CA,California,1216,1240.0,24.0,24.0,30.0,1310.0,1437.0,7.0,1345,1444.0,59.0,59.0,0.0,,0.0,147.0,862.0,14.0,0.0,35.0,0.0,10.0,
42068,2019,7,2019-12-22,DL,N3757D,367,12892,LAX,"Los Angeles, CA",CA,California,11292,DEN,"Denver, CO",CO,Colorado,803,801.0,-2.0,0.0,21.0,822.0,1102.0,39.0,1128,1141.0,13.0,13.0,0.0,,0.0,100.0,862.0,,,,,,
42069,2019,7,2019-12-22,DL,N116DU,373,14747,SEA,"Seattle, WA",WA,Washington,14771,SFO,"San Francisco, CA",CA,California,1510,1508.0,-2.0,0.0,21.0,1529.0,1744.0,4.0,1720,1748.0,28.0,28.0,0.0,,0.0,135.0,679.0,0.0,0.0,28.0,0.0,0.0,
42070,2019,7,2019-12-22,DL,N116DU,373,14771,SFO,"San Francisco, CA",CA,California,14747,SEA,"Seattle, WA",WA,Washington,1759,1827.0,28.0,28.0,20.0,1847.0,2020.0,11.0,2015,2031.0,16.0,16.0,0.0,,0.0,93.0,679.0,0.0,0.0,0.0,0.0,16.0,
42071,2019,7,2019-12-22,DL,N383DN,402,13495,MSY,"New Orleans, LA",LA,Louisiana,12892,LAX,"Los Angeles, CA",CA,California,1345,1346.0,1.0,1.0,8.0,1354.0,1531.0,5.0,1606,1536.0,-30.0,0.0,0.0,,0.0,217.0,1670.0,,,,,,
42072,2019,7,2019-12-22,DL,N364NB,409,11292,DEN,"Denver, CO",CO,Colorado,12892,LAX,"Los Angeles, CA",CA,California,711,708.0,-3.0,0.0,14.0,722.0,830.0,17.0,855,847.0,-8.0,0.0,0.0,,0.0,128.0,862.0,,,,,,
42073,2019,7,2019-12-22,DL,N174DN,423,12478,JFK,"New York, NY",NY,New York,12892,LAX,"Los Angeles, CA",CA,California,1145,1145.0,0.0,0.0,20.0,1205.0,1442.0,16.0,1506,1458.0,-8.0,0.0,0.0,,0.0,337.0,2475.0,,,,,,
42074,2019,7,2019-12-22,DL,N857DZ,425,13487,MSP,"Minneapolis, MN",MN,Minnesota,14262,PSP,"Palm Springs, CA",CA,California,1134,1133.0,-1.0,0.0,10.0,1143.0,1301.0,4.0,1319,1305.0,-14.0,0.0,0.0,,0.0,198.0,1454.0,,,,,,
42075,2019,7,2019-12-22,DL,N857DZ,425,14262,PSP,"Palm Springs, CA",CA,California,13487,MSP,"Minneapolis, MN",MN,Minnesota,1419,1414.0,-5.0,0.0,9.0,1423.0,1902.0,5.0,1945,1907.0,-38.0,0.0,0.0,,0.0,159.0,1454.0,,,,,,
42076,2019,7,2019-12-22,DL,N703TW,426,14771,SFO,"San Francisco, CA",CA,California,12478,JFK,"New York, NY",NY,New York,2220,2236.0,16.0,16.0,23.0,2259.0,643.0,7.0,642,650.0,8.0,8.0,0.0,,0.0,284.0,2586.0,,,,,,
42077,2019,7,2019-12-22,DL,N179DN,427,12478,JFK,"New York, NY",NY,New York,12892,LAX,"Los Angeles, CA",CA,California,1925,1955.0,30.0,30.0,37.0,2032.0,2323.0,8.0,2304,2331.0,27.0,27.0,0.0,,0.0,351.0,2475.0,24.0,0.0,3.0,0.0,0.0,
42078,2019,7,2019-12-22,DL,N183DN,428,12478,JFK,"New York, NY",NY,New York,12892,LAX,"Los Angeles, CA",CA,California,1735,1744.0,9.0,9.0,20.0,1804.0,2044.0,9.0,2100,2053.0,-7.0,0.0,0.0,,0.0,340.0,2475.0,,,,,,
42079,2019,7,2019-12-22,DL,N713TW,430,12478,JFK,"New York, NY",NY,New York,14771,SFO,"San Francisco, CA",CA,California,1125,1232.0,67.0,67.0,19.0,1251.0,1536.0,6.0,1517,1542.0,25.0,25.0,0.0,,0.0,345.0,2586.0,0.0,0.0,25.0,0.0,0.0,
42080,2019,7,2019-12-22,DL,N307DQ,435,10397,ATL,"Atlanta, GA",GA,Georgia,10800,BUR,"Burbank, CA",CA,California,1919,1950.0,31.0,31.0,18.0,2008.0,2119.0,2.0,2105,2121.0,16.0,16.0,0.0,,0.0,251.0,1941.0,16.0,0.0,0.0,0.0,0.0,
42081,2019,7,2019-12-22,DL,N307DQ,435,10800,BUR,"Burbank, CA",CA,California,10397,ATL,"Atlanta, GA",GA,Georgia,2155,2229.0,34.0,34.0,13.0,2242.0,526.0,12.0,509,538.0,29.0,29.0,0.0,,0.0,224.0,1941.0,0.0,20.0,0.0,0.0,9.0,
42082,2019,7,2019-12-22,DL,N553NW,439,14908,SNA,"Santa Ana, CA",CA,California,10397,ATL,"Atlanta, GA",GA,Georgia,1132,1557.0,265.0,265.0,9.0,1606.0,2249.0,22.0,1844,2311.0,267.0,267.0,0.0,,0.0,223.0,1919.0,72.0,0.0,2.0,0.0,193.0,
42083,2019,7,2019-12-22,DL,N177DN,453,12478,JFK,"New York, NY",NY,New York,12892,LAX,"Los Angeles, CA",CA,California,1340,1337.0,-3.0,0.0,22.0,1359.0,1635.0,16.0,1703,1651.0,-12.0,0.0,0.0,,0.0,336.0,2475.0,,,,,,
42084,2019,7,2019-12-22,DL,N180DN,468,12892,LAX,"Los Angeles, CA",CA,California,12478,JFK,"New York, NY",NY,New York,1240,1243.0,3.0,3.0,22.0,1305.0,2044.0,7.0,2054,2051.0,-3.0,0.0,0.0,,0.0,279.0,2475.0,,,,,,
42085,2019,7,2019-12-22,DL,N332NB,473,12892,LAX,"Los Angeles, CA",CA,California,14057,PDX,"Portland, OR",OR,Oregon,1005,1008.0,3.0,3.0,11.0,1019.0,1202.0,8.0,1238,1210.0,-28.0,0.0,0.0,,0.0,103.0,834.0,,,,,,
42086,2019,7,2019-12-22,DL,N332NB,473,14057,PDX,"Portland, OR",OR,Oregon,12892,LAX,"Los Angeles, CA",CA,California,1320,1323.0,3.0,3.0,8.0,1331.0,1533.0,7.0,1534,1540.0,6.0,6.0,0.0,,0.0,122.0,834.0,,,,,,
42087,2019,7,2019-12-22,DL,N702TW,490,12478,JFK,"New York, NY",NY,New York,14771,SFO,"San Francisco, CA",CA,California,950,1057.0,67.0,67.0,24.0,1121.0,1401.0,7.0,1346,1408.0,22.0,22.0,0.0,,0.0,340.0,2586.0,0.0,0.0,22.0,0.0,0.0,
42088,2019,7,2019-12-22,DL,N702TW,490,14771,SFO,"San Francisco, CA",CA,California,12478,JFK,"New York, NY",NY,New York,1440,1511.0,31.0,31.0,21.0,1532.0,2319.0,7.0,2311,2326.0,15.0,15.0,0.0,,0.0,287.0,2586.0,0.0,0.0,6.0,0.0,9.0,
42089,2019,7,2019-12-22,DL,N595NW,496,12892,LAX,"Los Angeles, CA",CA,California,12173,HNL,"Honolulu, HI",HI,Hawaii,1629,1643.0,14.0,14.0,23.0,1706.0,2035.0,7.0,2028,2042.0,14.0,14.0,0.0,,0.0,329.0,2556.0,,,,,,
42090,2019,7,2019-12-22,DL,N365NB,503,12892,LAX,"Los Angeles, CA",CA,California,12339,IND,"Indianapolis, IN",IN,Indiana,2225,6.0,101.0,101.0,32.0,38.0,658.0,10.0,515,708.0,113.0,113.0,0.0,,0.0,200.0,1814.0,0.0,36.0,12.0,0.0,65.0,
42091,2019,7,2019-12-22,DL,N112DU,522,14771,SFO,"San Francisco, CA",CA,California,14869,SLC,"Salt Lake City, UT",UT,Utah,1319,1713.0,234.0,234.0,22.0,1735.0,1950.0,15.0,1612,2005.0,233.0,233.0,0.0,,0.0,75.0,599.0,114.0,0.0,0.0,0.0,119.0,
42092,2019,7,2019-12-22,DL,N585NW,540,10397,ATL,"Atlanta, GA",GA,Georgia,14679,SAN,"San Diego, CA",CA,California,1829,1835.0,6.0,6.0,11.0,1846.0,1950.0,4.0,2027,1954.0,-33.0,0.0,0.0,,0.0,244.0,1892.0,,,,,,
42093,2019,7,2019-12-22,DL,N819DN,553,14771,SFO,"San Francisco, CA",CA,California,10397,ATL,"Atlanta, GA",GA,Georgia,1520,1612.0,52.0,52.0,11.0,1623.0,2328.0,35.0,2247,3.0,76.0,76.0,0.0,,0.0,245.0,2139.0,0.0,0.0,31.0,0.0,45.0,
42094,2019,7,2019-12-22,DL,N365NB,584,12339,IND,"Indianapolis, IN",IN,Indiana,12892,LAX,"Los Angeles, CA",CA,California,730,730.0,0.0,0.0,20.0,750.0,906.0,11.0,920,917.0,-3.0,0.0,0.0,,0.0,256.0,1814.0,,,,,,
42095,2019,7,2019-12-22,DL,N703TW,610,12478,JFK,"New York, NY",NY,New York,14771,SFO,"San Francisco, CA",CA,California,1610,1609.0,-1.0,0.0,24.0,1633.0,1919.0,14.0,2007,1933.0,-34.0,0.0,0.0,,0.0,346.0,2586.0,,,,,,
42096,2019,7,2019-12-22,DL,N398DA,617,15304,TPA,"Tampa, FL",FL,Florida,12892,LAX,"Los Angeles, CA",CA,California,700,831.0,91.0,91.0,12.0,843.0,1037.0,15.0,935,1052.0,77.0,77.0,0.0,,0.0,294.0,2158.0,14.0,0.0,0.0,0.0,63.0,
42097,2019,7,2019-12-22,DL,N900DU,618,14747,SEA,"Seattle, WA",WA,Washington,12892,LAX,"Los Angeles, CA",CA,California,1333,1332.0,-1.0,0.0,17.0,1349.0,1613.0,8.0,1607,1621.0,14.0,14.0,0.0,,0.0,144.0,954.0,,,,,,
42098,2019,7,2019-12-22,DL,N3760C,643,12478,JFK,"New York, NY",NY,New York,14831,SJC,"San Jose, CA",CA,California,805,820.0,15.0,15.0,12.0,832.0,1135.0,6.0,1148,1141.0,-7.0,0.0,0.0,,0.0,363.0,2569.0,,,,,,
42099,2019,7,2019-12-22,DL,N6704Z,675,14908,SNA,"Santa Ana, CA",CA,California,10397,ATL,"Atlanta, GA",GA,Georgia,745,802.0,17.0,17.0,48.0,850.0,1533.0,11.0,1500,1544.0,44.0,44.0,0.0,,0.0,223.0,1919.0,17.0,0.0,27.0,0.0,0.0,
42100,2019,7,2019-12-22,DL,N537US,696,13487,MSP,"Minneapolis, MN",MN,Minnesota,12892,LAX,"Los Angeles, CA",CA,California,1424,1435.0,11.0,11.0,13.0,1448.0,1627.0,10.0,1627,1637.0,10.0,10.0,0.0,,0.0,219.0,1535.0,,,,,,
42101,2019,7,2019-12-22,DL,N389DA,702,10693,BNA,"Nashville, TN",TN,Tennessee,12892,LAX,"Los Angeles, CA",CA,California,705,701.0,-4.0,0.0,17.0,718.0,926.0,12.0,953,938.0,-15.0,0.0,0.0,,0.0,248.0,1797.0,,,,,,
42102,2019,7,2019-12-22,DL,N819DN,709,13487,MSP,"Minneapolis, MN",MN,Minnesota,14771,SFO,"San Francisco, CA",CA,California,1159,1252.0,53.0,53.0,20.0,1312.0,1457.0,10.0,1418,1507.0,49.0,49.0,0.0,,0.0,225.0,1589.0,0.0,0.0,49.0,0.0,0.0,
42103,2019,7,2019-12-22,DL,N596NW,731,14679,SAN,"San Diego, CA",CA,California,10397,ATL,"Atlanta, GA",GA,Georgia,800,808.0,8.0,8.0,18.0,826.0,1510.0,9.0,1508,1519.0,11.0,11.0,0.0,,0.0,224.0,1892.0,,,,,,
42104,2019,7,2019-12-22,DL,N908DN,745,11433,DTW,"Detroit, MI",MI,Michigan,14771,SFO,"San Francisco, CA",CA,California,820,818.0,-2.0,0.0,35.0,853.0,1041.0,8.0,1058,1049.0,-9.0,0.0,0.0,,0.0,288.0,2079.0,,,,,,
42105,2019,7,2019-12-22,DL,N908DN,745,14771,SFO,"San Francisco, CA",CA,California,11433,DTW,"Detroit, MI",MI,Michigan,1159,1206.0,7.0,7.0,19.0,1225.0,1918.0,7.0,1934,1925.0,-9.0,0.0,0.0,,0.0,233.0,2079.0,,,,,,
42106,2019,7,2019-12-22,DL,N706TW,757,12478,JFK,"New York, NY",NY,New York,14771,SFO,"San Francisco, CA",CA,California,700,656.0,-4.0,0.0,49.0,745.0,1051.0,18.0,1049,1109.0,20.0,20.0,0.0,,0.0,366.0,2586.0,0.0,0.0,20.0,0.0,0.0,
42107,2019,7,2019-12-22,DL,N706TW,757,14771,SFO,"San Francisco, CA",CA,California,12478,JFK,"New York, NY",NY,New York,1144,1211.0,27.0,27.0,23.0,1234.0,2022.0,14.0,2015,2036.0,21.0,21.0,0.0,,0.0,288.0,2586.0,0.0,0.0,9.0,0.0,12.0,
42108,2019,7,2019-12-22,DL,N3734B,765,12892,LAX,"Los Angeles, CA",CA,California,10693,BNA,"Nashville, TN",TN,Tennessee,1715,1713.0,-2.0,0.0,20.0,1733.0,2258.0,5.0,2309,2303.0,-6.0,0.0,0.0,,0.0,205.0,1797.0,,,,,,
42109,2019,7,2019-12-22,DL,N832DN,773,14893,SMF,"Sacramento, CA",CA,California,10397,ATL,"Atlanta, GA",GA,Georgia,2330,2329.0,-1.0,0.0,20.0,2349.0,649.0,13.0,650,702.0,12.0,12.0,0.0,,0.0,240.0,2092.0,,,,,,
42110,2019,7,2019-12-22,DL,N394DA,777,14771,SFO,"San Francisco, CA",CA,California,12892,LAX,"Los Angeles, CA",CA,California,724,746.0,22.0,22.0,35.0,821.0,916.0,5.0,855,921.0,26.0,26.0,0.0,,0.0,55.0,337.0,0.0,0.0,26.0,0.0,0.0,
42111,2019,7,2019-12-22,DL,N3742C,792,10693,BNA,"Nashville, TN",TN,Tennessee,12892,LAX,"Los Angeles, CA",CA,California,1842,1853.0,11.0,11.0,14.0,1907.0,2115.0,14.0,2129,2129.0,0.0,0.0,0.0,,0.0,248.0,1797.0,,,,,,
42112,2019,7,2019-12-22,DL,N176DN,816,12892,LAX,"Los Angeles, CA",CA,California,12478,JFK,"New York, NY",NY,New York,1130,1138.0,8.0,8.0,32.0,1210.0,1951.0,17.0,1958,2008.0,10.0,10.0,0.0,,0.0,281.0,2475.0,,,,,,
42113,2019,7,2019-12-22,DL,N391DA,817,14869,SLC,"Salt Lake City, UT",UT,Utah,12892,LAX,"Los Angeles, CA",CA,California,959,1019.0,20.0,20.0,21.0,1040.0,1128.0,12.0,1102,1140.0,38.0,38.0,0.0,,0.0,108.0,590.0,0.0,0.0,38.0,0.0,0.0,
42114,2019,7,2019-12-22,DL,N364DX,833,14679,SAN,"San Diego, CA",CA,California,11433,DTW,"Detroit, MI",MI,Michigan,1209,1209.0,0.0,0.0,15.0,1224.0,1913.0,10.0,1934,1923.0,-11.0,0.0,0.0,,0.0,229.0,1956.0,,,,,,
42115,2019,7,2019-12-22,DL,N394DA,835,12892,LAX,"Los Angeles, CA",CA,California,13495,MSY,"New Orleans, LA",LA,Louisiana,945,1029.0,44.0,44.0,20.0,1049.0,1558.0,4.0,1524,1602.0,38.0,38.0,0.0,,0.0,189.0,1670.0,16.0,0.0,0.0,0.0,22.0,
42116,2019,7,2019-12-22,DL,N874DN,854,14771,SFO,"San Francisco, CA",CA,California,11433,DTW,"Detroit, MI",MI,Michigan,700,659.0,-1.0,0.0,27.0,726.0,1420.0,8.0,1429,1428.0,-1.0,0.0,0.0,,0.0,234.0,2079.0,,,,,,
42117,2019,7,2019-12-22,DL,N904DN,856,10397,ATL,"Atlanta, GA",GA,Georgia,14771,SFO,"San Francisco, CA",CA,California,1050,1206.0,76.0,76.0,22.0,1228.0,1408.0,10.0,1317,1418.0,61.0,61.0,0.0,,0.0,280.0,2139.0,0.0,0.0,57.0,0.0,4.0,
42118,2019,7,2019-12-22,DL,N322NB,860,14908,SNA,"Santa Ana, CA",CA,California,13487,MSP,"Minneapolis, MN",MN,Minnesota,745,928.0,103.0,103.0,14.0,942.0,1431.0,3.0,1324,1434.0,70.0,70.0,0.0,,0.0,169.0,1522.0,70.0,0.0,0.0,0.0,0.0,
42119,2019,7,2019-12-22,DL,N703TW,868,14771,SFO,"San Francisco, CA",CA,California,12478,JFK,"New York, NY",NY,New York,635,635.0,0.0,0.0,29.0,704.0,1454.0,10.0,1501,1504.0,3.0,3.0,0.0,,0.0,290.0,2586.0,,,,,,
42120,2019,7,2019-12-22,DL,N363DN,876,10397,ATL,"Atlanta, GA",GA,Georgia,12892,LAX,"Los Angeles, CA",CA,California,826,911.0,45.0,45.0,13.0,924.0,1041.0,10.0,1036,1051.0,15.0,15.0,0.0,,0.0,257.0,1947.0,5.0,0.0,0.0,0.0,10.0,
42121,2019,7,2019-12-22,DL,N365DN,884,13487,MSP,"Minneapolis, MN",MN,Minnesota,14679,SAN,"San Diego, CA",CA,California,1755,1754.0,-1.0,0.0,16.0,1810.0,1937.0,4.0,1958,1941.0,-17.0,0.0,0.0,,0.0,207.0,1532.0,,,,,,
42122,2019,7,2019-12-22,DL,N3750D,921,12892,LAX,"Los Angeles, CA",CA,California,11193,CVG,"Cincinnati, OH",KY,Kentucky,1320,1355.0,35.0,35.0,17.0,1412.0,2048.0,6.0,2021,2054.0,33.0,33.0,0.0,,0.0,216.0,1900.0,0.0,0.0,0.0,0.0,33.0,
42123,2019,7,2019-12-22,DL,N326NB,936,14771,SFO,"San Francisco, CA",CA,California,14869,SLC,"Salt Lake City, UT",UT,Utah,1847,1920.0,33.0,33.0,12.0,1932.0,2150.0,10.0,2133,2200.0,27.0,27.0,0.0,,0.0,78.0,599.0,4.0,0.0,1.0,0.0,22.0,
42124,2019,7,2019-12-22,DL,N326NB,936,14869,SLC,"Salt Lake City, UT",UT,Utah,14771,SFO,"San Francisco, CA",CA,California,1700,1720.0,20.0,20.0,20.0,1740.0,1822.0,12.0,1807,1834.0,27.0,27.0,0.0,,0.0,102.0,599.0,20.0,0.0,7.0,0.0,0.0,
42125,2019,7,2019-12-22,DL,N3773D,943,12892,LAX,"Los Angeles, CA",CA,California,14492,RDU,"Raleigh/Durham, NC",NC,North Carolina,1029,1043.0,14.0,14.0,16.0,1059.0,1816.0,3.0,1810,1819.0,9.0,9.0,0.0,,0.0,257.0,2239.0,,,,,,
42126,2019,7,2019-12-22,DL,N330NB,949,12892,LAX,"Los Angeles, CA",CA,California,14679,SAN,"San Diego, CA",CA,California,2105,2242.0,97.0,97.0,38.0,2320.0,2345.0,8.0,2201,2353.0,112.0,112.0,0.0,,0.0,25.0,109.0,60.0,0.0,52.0,0.0,0.0,
42127,2019,7,2019-12-22,DL,N548US,954,12892,LAX,"Los Angeles, CA",CA,California,10397,ATL,"Atlanta, GA",GA,Georgia,635,634.0,-1.0,0.0,18.0,652.0,1332.0,11.0,1343,1343.0,0.0,0.0,0.0,,0.0,220.0,1947.0,,,,,,
